multiple_hosts,host_since,host_from_ireland,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_respond_within_an_hour,host_respond_within_a_few_hours,host_respond_within_a_day,host_verified_by_phone,host_verified_by_email,host_verified_by_work_email,bungalow,town_house,rental_unit,home,loft,condo,cottage,guesthouse,bed_and_breakfast,boat,serviced_apartment,guest_suite,cabin,villa,castle,tiny_home,entire_home_or_apt,private_room,shared_room,number_of_bathrooms,shared_bath,entertainment_amenities,self_care_amenities,storage_amenities,wifi,leisure_amenities,kitchen_amenities,safety_amenities,parking_amenities,long_term_stay,single_level_home,open_24_hours,self_check_in,dublin_city,south_dublin,fingal,dun_laoghaire_rathdown,city center,clean comfortable,definitely recommend,definitely stay,gave us,great host,great location,great place,great stay,highly recommend,location great,minute walk,place great,place stay,recommend place,temple bar,walking distance,would definitely,would highly,would recommend
0,1496098800.0,1,0.0,0.0,0,1,1,1,1,53.34921,-6.23008,2,1,2,65.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,102,0,0,1559689200.0,1583712000.0,4.85,4.88,4.84,4.97,4.99,4.84,4.86,1,1,0,1,0,2.56,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7949124572103785,0.0,0.6067241427302513,0.0,0.0
0,1469487600.0,1,0.0,100.0,0,1,1,1,0,53.33508,-6.45707,6,3,6,90.0,5,14,5,5,14,14,5.0,14.0,1,0,0,0,0,3,0,0,1564786800.0,1629154800.0,4.67,5.0,5.0,5.0,5.0,4.67,4.67,0,1,1,0,0,0.08,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.7559793852617609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545954239522686,0.0,0.0,0.0,0.0,0.0
0,1460761200.0,1,0.0,0.0,0,4,5,1,1,53.34929,-6.26974,2,1,1,80.0,2,2,2,2,2,2,2.0,2.0,1,0,0,0,0,4,0,0,1557615600.0,1583366400.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,1,0,1,0,0.1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.3744126950328357,0.0628560798616494,0.3459774274908678,0.1846898694494771,0.0,0.0,0.4922315980929402,0.2222254860948792,0.1152382880400904,0.1030234372786472,0.1836359884461967,0.2506328905231306,0.1840108225188487,0.1588156457918754,0.11901693083598,0.0698813312117054,0.3338865566042302,0.2666877993147971,0.0,0.1709130037269748
0,1388275200.0,1,100.0,50.0,1,3,11,1,1,53.28132,-6.1189,2,1,5,50.0,1,180,1,1,180,180,1.0,180.0,1,0,0,0,0,10,0,0,1560121200.0,1584576000.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,0,3,0,3,0,0.25,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.2659473028168613,0.0781322561215948,0.0,0.0765252738990001,0.0,0.206835747353604,0.4283024930061427,0.1381169382065197,0.1432451316719162,0.3201541364693648,0.2282658115810143,0.2336589384585149,0.0,0.3948265542629932,0.1479421138472331,0.0,0.3458603370002688,0.2652016414187037,0.2334630819555485,0.1416338044105386
0,1555887600.0,0,0.0,83.0,0,1,1,1,0,53.36431,-6.2632,2,1,1,110.0,5,1125,5,5,1125,1125,5.0,1125.0,1,0,0,0,0,4,3,0,1584489600.0,1635375600.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1,1,0,1,0,0.13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0.1632791886150645,0.2878172761838496,0.1760251903514178,0.0939658684140046,0.0,0.0846583079850303,0.525915343371691,0.0847973315220542,0.1758916042743614,0.3144954332278208,0.3737187140333398,0.0,0.0,0.3232066841359021,0.0908295292154481,0.1066619407898419,0.3397472783601779,0.0814106937193646,0.1911138644862765,0.0869565226632232
0,1555974000.0,0,0.0,0.0,0,1,1,1,1,53.44303,-6.13313,8,4,6,479.0,2,30,2,2,30,30,2.0,30.0,1,0,0,0,70,15,0,0,1559430000.0,1597618800.0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,0,1,1,0,0,0.38,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.2568223682662353,0.3018058215683445,0.2076529469738944,0.0738996104371,0.0,0.0,0.5908671133776008,0.0666889996479985,0.0,0.3091693078568825,0.0,0.3008558026641044,0.1472558093293056,0.1906398178251994,0.1428660627204169,0.1677689145191698,0.1335974005330438,0.2561022913029753,0.1503018103598949,0.2051612971253929
0,1538348400.0,1,0.0,0.0,0,1,1,1,1,53.33946,-6.23222,2,1,1,69.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,7,0,0,1557615600.0,1568156400.0,4.43,4.86,3.57,4.86,5.0,4.86,4.86,1,1,0,1,0,0.17,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.457392343652595,0.0,0.0,0.075207325461173,0.0,0.0677578468553106,0.54119069821247,0.3393455846073805,0.0703890537693269,0.1887841894245627,0.224334527778233,0.3061796961311511,0.1498616232585395,0.1293422318939189,0.0726970982175612,0.0853688624465098,0.2039422763508466,0.1303171170960967,0.0,0.2783890623813023
0,1546646400.0,1,100.0,99.0,1,2,3,1,1,53.3395,-6.27479,10,3,7,288.0,2,48,1,3,1125,1125,2.0,1125.0,1,0,7,21,36,132,32,8,1557010800.0,1662418800.0,4.87,4.82,4.93,4.95,4.97,4.66,4.75,1,2,2,0,0,3.23,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1522710000.0,1,0.0,0.0,0,1,1,1,0,53.33822,-6.23612,4,2,2,150.0,4,30,4,4,30,30,4.0,30.0,1,0,0,0,0,19,0,0,1557097200.0,1566601200.0,4.58,4.95,4.53,5.0,5.0,4.84,4.68,1,1,1,0,0,0.46,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1556060400.0,0,89.0,98.0,0,2,2,1,1,53.35109,-6.23309,4,2,3,119.0,1,1125,1,2,1125,1125,1.1,1125.0,1,0,0,0,0,36,0,0,1557702000.0,1600556400.0,4.51,4.74,4.6,4.89,4.83,4.46,4.43,0,2,2,0,0,0.89,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1400626800.0,1,0.0,0.0,0,1,1,1,0,53.26842,-6.14087,2,1,1,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,4,0,0,1566687600.0,1574899200.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,1,0,1,0,0.11,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.3896762175273964,0.0,0.0,0.404808321119402,0.3619000714954261,0.0,0.0,0.0,0.7438487795900709,0.0,0.0,0.0,0.0,0.0,0.0
0,1499900400.0,1,0.0,0.0,0,1,2,1,0,53.3532,-6.41967,6,3,4,195.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,20,0,0,1558220400.0,1571612400.0,4.89,4.95,4.95,5.0,5.0,4.95,4.84,0,1,1,0,0,0.49,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430655367029914,0.0,0.0,0.0,0.5581079813617175,0.6273717430565715,0.0,0.0,0.0,0.0,0.0
0,1421539200.0,1,0.0,0.0,0,1,1,1,0,53.39766,-6.1451,2,1,1,40.0,1,14,1,1,14,14,1.0,14.0,1,0,0,0,0,2,0,0,1580342400.0,1581465600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.06,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.1487774091394698,0.0,0.1065591485671986,0.0,0.2494698410965287,0.1115134603447991,0.0,0.0,0.0,0.2292045730816966,0.128824956220797,0.7564015783943773,0.4818689322617438,0.0,0.1355299066189838,0.0
0,1421020800.0,1,100.0,89.0,0,1,1,1,0,53.31011,-6.33018,4,2,2,80.0,5,1125,5,5,1125,1125,5.0,1125.0,1,0,0,0,1,26,6,1,1556406000.0,1661295600.0,4.84,4.84,4.56,4.8,4.96,4.56,4.68,0,1,1,0,0,0.63,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1580169600.0,0,0.0,0.0,0,327,395,1,0,53.34605,-6.25444,6,2,3,200.0,2,1125,14,14,1125,1125,14.0,1125.0,1,0,0,27,302,9,1,0,1557788400.0,1641427200.0,3.78,3.67,4.11,4.44,4.22,4.78,3.89,1,3,3,0,0,0.22,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1556406000.0,1,0.0,0.0,0,1,1,1,1,53.40568,-6.25555,4,2,2,108.0,1,35,1,1,35,35,1.0,35.0,1,0,0,0,0,38,0,0,1558652400.0,1584230400.0,4.76,4.87,4.89,4.95,4.97,4.82,4.87,1,1,0,1,0,0.94,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.2176291562860317,0.0,0.1173089295279998,0.1252438405413374,0.0,0.338514350095539,0.3004175506120106,0.3390702490191504,0.1172199034081129,0.1047950084296075,0.1245291716495469,0.1274713626767726,0.1247833580809122,0.3230932179926908,0.605317615082504,0.0,0.0,0.2170189690074344,0.0,0.1159013271763555
0,1437692400.0,0,0.0,0.0,0,1,3,1,1,53.34183,-6.23421,2,2,2,79.0,5,1125,5,5,1125,1125,5.0,1125.0,1,0,0,0,0,7,0,0,1558825200.0,1569711600.0,4.71,4.71,4.0,5.0,5.0,5.0,4.29,0,1,1,0,0,0.17,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.5228151370885568,0.0,0.0,0.0,0.4462940816156093,0.0,0.5224183710174622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5045443199258263,0.0,0.0,0.0
0,1455494400.0,1,100.0,79.0,0,1,6,1,1,53.23488,-6.17057,2,0,1,90.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,18,48,318,31,16,1,1558306800.0,1661209200.0,4.29,4.65,3.87,4.74,4.77,4.48,4.26,0,1,1,0,0,0.77,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.1485827980391018,0.1746076626262858,0.0,0.1710164261293827,0.0,0.0,0.683684132091802,0.3086596617894681,0.0,0.1430942051949841,0.1700405688000993,0.1740580357852323,0.3407753043532268,0.2941155813008602,0.1653083373316136,0.0,0.154583697019509,0.1481662025115122,0.0,0.0
0,1502924400.0,1,0.0,0.0,0,3,3,1,0,53.34658,-6.27867,2,1,1,56.0,1,30,1,2,30,30,1.3,30.0,1,0,0,0,0,37,0,0,1556751600.0,1583020800.0,4.46,4.51,4.54,4.54,4.57,4.84,4.43,1,2,0,2,0,0.9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1464649200.0,0,0.0,0.0,0,1,1,1,1,53.33255,-6.27035,2,1,1,80.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,1,0,0,1558220400.0,1558220400.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1,1,0,1,0,0.02,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.038880194577781,0.1370706431822942,0.2095764227365421,0.0,0.2497822925071546,0.1209534974421109,0.4651454161203477,0.3634563718128254,0.0418834749044942,0.2246638486160335,0.0,0.1366391746918494,0.1337578472953769,0.4232925445702599,0.0865136530689263,0.0,0.3236037709877869,0.2326270951762188,0.1820328555222266,0.2070616928973039
0,1429916400.0,1,100.0,100.0,0,1,2,1,1,53.34928,-6.34397,7,4,4,220.0,3,28,3,3,28,28,3.0,28.0,1,0,0,0,0,32,23,3,1561935600.0,1661036400.0,5.0,5.0,4.94,4.97,5.0,4.81,4.91,0,1,1,0,0,0.82,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1502233200.0,1,0.0,0.0,0,7,7,1,1,53.39301,-6.37895,2,1,1,36.0,1,14,1,1,14,14,1.0,14.0,1,0,0,0,0,46,0,0,1564095600.0,1582329600.0,4.87,4.96,4.87,4.98,5.0,4.76,4.8,1,2,0,2,0,1.21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.2703304502263007,0.3176798974959672,0.0,0.1555730141098923,0.0,0.1401631077855477,0.4975559531253843,0.140393279773016,0.1456059923430053,0.1301722723816076,0.1546852802851719,0.4750198656941228,0.0,0.2675558629966972,0.0,0.0,0.0,0.2695724993866221,0.0,0.2879362167469008
0,1556578800.0,0,100.0,100.0,0,3,23,1,0,53.33656,-6.27513,10,5,5,8956.0,1,365,1,7,365,365,1.2,365.0,1,0,0,0,0,21,17,1,1561935600.0,1660863600.0,3.86,4.19,3.86,3.95,4.0,4.48,4.1,1,3,2,1,0,0.54,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1556578800.0,0,100.0,100.0,0,3,23,1,0,53.33692,-6.2753,8,4,4,8956.0,1,365,1,7,365,365,1.4,365.0,1,0,0,0,0,6,4,0,1563663600.0,1657753200.0,3.17,3.67,4.0,4.17,3.67,4.67,3.67,1,3,2,1,0,0.16,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.1364924699684037,0.125215449153804,0.0,0.1492372163746108,0.1204433074355287,0.0,0.3619232883332323,0.1251204227510151,0.6711486040689502,0.0,0.0,0.1331936476778776,0.4598258924508831,0.0,0.0,0.0,0.1158229292028248,0.2718975429981757,0.1237129756302602
0,1413586800.0,1,0.0,0.0,0,2,2,1,1,53.31582,-6.23651,1,1,1,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,7,0,0,1562281200.0,1567292400.0,4.67,4.83,4.33,5.0,4.83,5.0,4.83,1,2,0,2,0,0.18,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.4927275974998579,0.0,0.5872541733369209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4523581330951695,0.0,0.0,0.0,0.455767671059544,0.0,0.0
0,1556751600.0,0,0.0,0.0,0,1,1,1,0,53.35175,-6.28444,4,1,2,136.0,15,365,14,14,1125,1125,14.0,1125.0,1,0,0,0,0,17,0,0,1557615600.0,1574553600.0,4.29,4.76,4.29,4.76,5.0,4.88,4.59,0,1,1,0,0,0.42,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.3368423776204275,0.0879648115483813,0.1613943009502285,0.0861555986139416,0.2885351173754095,0.1940541636341292,0.5166452456911279,0.1943728340262591,0.1209538637262697,0.1081331821666623,0.0856639758250137,0.1753758350124598,0.1287582471048203,0.259299547703163,0.3331197845967285,0.146694595279833,0.2725695969057743,0.0746439869002771,0.043807208074993,0.2391865702904591
0,1556751600.0,0,0.0,0.0,0,1,1,1,0,53.34606,-6.31087,4,2,2,165.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,5,0,0,1558220400.0,1578182400.0,5.0,5.0,4.2,5.0,5.0,4.8,5.0,0,1,1,0,0,0.12,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5100904181696209,0.529029748733896,0.4729544673404391,0.0,0.0,0.0,0.4860548961473526,0.0,0.0,0.0,0.0,0.0,0.0
0,1556751600.0,1,0.0,0.0,0,2,2,1,0,53.34492,-6.27653,2,1,1,69.0,1,7,1,1,7,7,1.0,7.0,1,0,0,0,0,23,0,0,1558134000.0,1576368000.0,4.91,4.78,4.78,4.87,4.96,4.96,4.91,0,2,0,2,0,0.57,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.235200061335171,0.0,0.2535603950408709,0.0,0.0,0.0,0.4328968142316377,0.244297362624276,0.0,0.0,0.0,0.0,0.0,0.0,0.2616758574527494,0.0,0.0,0.0,0.0,0.7515536904865411
0,1461798000.0,1,40.0,33.0,0,1,1,1,1,53.35307,-6.25017,2,1,1,117.0,14,1125,14,14,1125,1125,14.0,1125.0,1,10,40,70,160,5,0,0,1558220400.0,1561330800.0,5.0,5.0,4.8,5.0,5.0,5.0,4.6,0,1,0,1,0,0.12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.2271752518671596,0.0,0.1632727652647445,0.4357918075767635,0.0,0.2355753063482876,0.2090633868190606,0.2359621616151071,0.0,0.1458556554994417,0.0866610167408294,0.0887085150296856,0.1736758149176397,0.2248435961022062,0.1684984788040215,0.1978692934402688,0.4727006190275396,0.377563832174966,0.0,0.1613136379479168
0,1556578800.0,0,100.0,100.0,0,3,23,1,0,53.33726,-6.27693,10,5,5,2233.0,1,365,1,7,365,365,1.2,365.0,1,0,0,0,0,18,14,2,1562281200.0,1660518000.0,3.78,4.0,3.89,4.44,4.11,4.61,3.89,1,3,2,1,0,0.46,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.1746779475275347,0.0,0.0,0.0,0.0,0.0,0.643006014300587,0.0,0.0,0.0,0.0,0.0,0.400624645100757,0.3457702153649159,0.0,0.4564326673718916,0.1817327663292492,0.0,0.0,0.186054169325312
0,1429225200.0,0,100.0,50.0,0,1,1,1,1,53.44539,-6.13416,7,4,5,307.0,14,1125,14,14,1125,1125,14.0,1125.0,1,0,0,0,7,11,0,0,1564614000.0,1600902000.0,4.55,4.45,4.64,4.91,4.91,4.73,4.45,0,1,1,0,0,0.29,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0651567822526255,0.0,0.070243091578213,0.0,0.0,0.4729621809405764,0.2398482662175077,0.4060618854699354,0.2807591354900247,0.1882497454459392,0.2236994415565855,0.1526564539993858,0.0747186841136621,0.5803923006818466,0.0724912942965644,0.0,0.0677883067180855,0.0,0.0,0.0694002372337903
0,1534806000.0,0,0.0,0.0,0,2,2,1,1,53.39356,-6.16439,1,1,1,28.0,1,27,1,1,27,27,1.0,27.0,1,0,0,0,0,36,0,0,1557702000.0,1569798000.0,4.5,4.69,4.78,4.89,4.67,4.61,4.53,0,2,0,2,0,0.89,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0.1117649720220157,0.0,0.1204896388919285,0.2572793934951412,0.0,0.1738464069481259,0.5656989422323987,0.1160879284799383,0.2407963978431691,0.2690910396626332,0.1918584755304185,0.1309276158241683,0.0640833643925745,0.2765446282237095,0.1243460342698054,0.0730103384840725,0.4069761089547167,0.2229032121733167,0.1962268054352392,0.0595219354347664
0,1478995200.0,1,0.0,0.0,0,5,5,1,1,53.34658,-6.2483,3,2,2,166.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,6,0,0,1560034800.0,1565564400.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,5,1,4,0,0.15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.5022247753401979,0.0,0.0,0.0,0.0,0.4838775710236743,0.0,0.0,0.0,0.5457323388785219,0.0,0.0,0.0,0.0,0.0,0.464552457314451,0.0,0.0
0,1557010800.0,1,0.0,0.0,0,1,1,1,0,53.42457,-6.37513,5,3,3,100.0,3,10,3,3,10,10,3.0,10.0,1,0,0,0,0,8,0,0,1565132400.0,1571612400.0,5.0,5.0,5.0,4.88,5.0,5.0,5.0,1,1,1,0,0,0.21,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0.5214951541026871,0.0,0.0,0.4001550591114999,0.0,0.1802593367560493,0.4799182227392808,0.0,0.0,0.1674104395533091,0.0,0.2036360049583109,0.1993419070078672,0.0,0.0,0.0,0.0,0.3466886594827162,0.2034653141382965,0.1851528275837579
0,1439334000.0,1,0.0,0.0,0,1,1,1,1,53.37628,-6.28797,2,1,1,60.0,2,4,2,2,4,4,2.0,4.0,1,0,0,0,0,10,0,0,1558220400.0,1566342000.0,5.0,4.9,4.8,4.9,5.0,4.8,4.7,1,1,0,1,0,0.25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6544785058660739,0.0,0.0,0.0,0.0,0.7560806077127699,0.0,0.0,0.0,0.0,0.0
0,1554418800.0,0,100.0,88.0,0,2,3,1,1,53.32854,-6.2332,8,4,7,400.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,0,0,0,10,2,0,1565564400.0,1659567600.0,5.0,4.9,5.0,4.9,5.0,5.0,4.9,0,1,1,0,0,0.27,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.1738975794350799,0.4087128561616866,0.2624614728544847,0.1200920009853824,0.0893751413015038,0.0360655266909085,0.1280266811372335,0.108374257510577,0.262262290007603,0.5024216041761279,0.3184179456609211,0.1629705268913343,0.0398834867429832,0.2409578486618003,0.1547781848331602,0.0,0.2171050572738096,0.1734100064804218,0.2442508837473321,0.1111337869975013
0,1398207600.0,1,95.0,71.0,1,3,7,1,1,53.34081,-6.25759,4,2,3,271.0,3,1125,3,3,1125,1125,3.0,1125.0,1,5,16,25,141,51,42,5,1577836800.0,1662418800.0,4.75,4.71,4.86,4.82,4.78,5.0,4.59,0,3,3,0,0,1.55,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.7510176366072778,0.0,0.2698813477340515,0.0,0.0,0.2595957795616763,0.2303805679821961,0.0,0.0,0.2410917755756456,0.0,0.0,0.0,0.0,0.2785191790990396,0.3270676006635579,0.0,0.0,0.0,0.0
